0.0125	1.5012131135
0.1375	1.5003941735
0.2625	1.4984504665
0.3875	1.49553233275
0.5125	1.49169576775
0.6375	1.487007291125
0.7625	1.481092296775
0.8875	1.47440526705
1.0125	1.46842026012
1.1375	1.4626811023325
1.2625	1.4563462079065
1.3875	1.44972494174625
1.5125	1.4441194868077
1.6375	1.439134732362225
1.7625	1.434307456486495
1.8875	1.429563685203987
2.0125	1.425175464851742
2.1375	1.421547449761065
2.2625	1.418625888634267
2.3875	1.416254262208412
2.5125	1.414370022780927
2.6375	1.413077114009515
2.7625	1.412146410755335
2.8875	1.412004492325565
3.0125	1.412440029804087
3.1375	1.413425455168889
3.2625	1.41499655583566
3.3875	1.41714745048071
3.5125	1.419883687599667
3.6375	1.423264755110476
3.7625	1.427208696262216
3.8875	1.431461225256011
4.0125	1.43596676280211
4.1375	1.440855314453411
4.2625	1.446342766678615
4.3875	1.452016657559722
4.5125	1.457211729675407
4.6375	1.462075118383744
4.7625	1.466758473970609
4.8875	1.47114197719012
5.0125	1.474946346636733
5.1375	1.47789459925868
5.2625	1.479972770169176
5.3875	1.481281373431141
5.5125	1.481823974333106
5.6375	1.481440025445222
5.7625	1.480433842987841
5.8875	1.478793419296089
6.0125	1.476565741701204
6.1375	1.473870850840894
6.2625	1.470915710977625
6.3875	1.467820929080179
6.5125	1.464597082358287
6.6375	1.461231713974451
6.7625	1.457752271882611
6.8875	1.454217955324122
7.0125	1.450747692625878
7.1375	1.447562815367671
7.2625	1.444747472100587
7.3875	1.442244474277084
7.5125	1.440007206040387
7.6375	1.43803495452112
7.7625	1.436347180223963
7.8875	1.434958591784525
8.012499999999999	1.433909764215766
8.137499999999999	1.43326079103066
8.262499999999999	1.43281930586251
8.387499999999999	1.432916669655455
8.512499999999999	1.433282710628328
8.637499999999999	1.433961154062139
8.762499999999999	1.434952283634811
8.887499999999999	1.436222833634145
9.012499999999999	1.437710076350067
9.137499999999999	1.439365029123816
9.262499999999999	1.441201920004266
9.387499999999999	1.443250490978092
9.512499999999999	1.445427575083512
9.637499999999999	1.447554981304136
9.762499999999999	1.449550479511371
9.887499999999999	1.45144033844564
